pubmed	journal	percents	sentence.number	observed.dps	observed.sfs	ideal.dps	range.diff	diff	correct
28301791	The Medical journal of Australia	26.6	4	1	3	0	50.6	1	0
28301790	The Medical journal of Australia	7.3	3	1	2	1	Inf	0	1
28299371	The Lancet. Public health	20	9	0	2	0	63	0	1
28299371	The Lancet. Public health	83	10	0	2	0	63	0	1
28298370	BMJ open	24	11	0	2	0	12	0	1
28298370	BMJ open	34	12	0	2	0	12	0	1
28298370	BMJ open	22	12	0	2	0	12	0	1
28298370	BMJ open	28	13	0	2	0	4	0	1
28298370	BMJ open	24	13	0	2	0	4	0	1
28298369	BMJ open	14	7	0	2	0	63	0	1
28298369	BMJ open	8	7	0	1	1	63	-1	0
28298369	BMJ open	25	7	0	2	0	63	0	1
28298369	BMJ open	15	7	0	2	0	63	0	1
28298369	BMJ open	8	7	0	1	1	63	-1	0
28298369	BMJ open	25	7	0	2	0	63	0	1
28298369	BMJ open	50	7	0	2	0	63	0	1
28298369	BMJ open	35	7	0	2	0	63	0	1
28298369	BMJ open	65	7	0	2	0	63	0	1
28298369	BMJ open	7	7	0	1	1	63	-1	0
28298369	BMJ open	2	7	0	1	1	63	-1	0
28298369	BMJ open	18	7	0	2	0	63	0	1
28298368	BMJ open	63	7	0	2	0	17	0	1
28298368	BMJ open	47	7	0	2	0	17	0	1
28298368	BMJ open	49	7	0	2	0	17	0	1
28298368	BMJ open	46	7	0	2	0	17	0	1
28298367	BMJ open	35.9	4	1	3	0	33.2	1	0
28298367	BMJ open	25.9	5	1	3	0	23.2	1	0
28298367	BMJ open	7.3	5	1	2	1	23.2	0	1
28298367	BMJ open	2.7	5	1	2	1	23.2	0	1
28298366	BMJ open	43	5	0	2	0	43.7	0	1
28298366	BMJ open	86.7	7	1	3	0	43.7	1	0
28298365	BMJ open	28	10	0	2	0	52	0	1
28298365	BMJ open	72	14	0	2	0	52	0	1
28298365	BMJ open	80	15	0	2	0	52	0	1
28298364	BMJ open	60.1	6	1	3	0	75.8	1	0
28298364	BMJ open	62.7	7	1	3	0	75.8	1	0
28298364	BMJ open	40.1	9	1	3	0	36.6	1	0
28298364	BMJ open	5.5	9	1	2	1	36.6	0	1
28298364	BMJ open	42.1	9	1	3	0	36.6	1	0
28298364	BMJ open	12.3	9	1	3	0	36.6	1	0
28298364	BMJ open	45.9	11	1	3	0	62.6	1	0
28298364	BMJ open	81.3	11	1	3	0	62.6	1	0
28298364	BMJ open	18.7	11	1	3	0	62.6	1	0
28298364	BMJ open	50	12	0	2	0	75.8	0	1
28298322	BMJ open	5.6	10	1	2	1	1.6	0	1
28298322	BMJ open	4	11	1	2	1	1.6	0	1
28292780	BMJ (Clinical research ed.)	0.44	6	2	2	1	0.28	1	0
28292780	BMJ (Clinical research ed.)	0.3	6	2	2	1	0.28	1	0
28292780	BMJ (Clinical research ed.)	0.58	6	2	2	1	0.28	1	0
28292780	BMJ (Clinical research ed.)	0.62	8	2	2	1	0.72	1	0
28292780	BMJ (Clinical research ed.)	0.43	8	2	2	1	0.72	1	0
28292780	BMJ (Clinical research ed.)	0.81	8	2	2	1	0.72	1	0
28292780	BMJ (Clinical research ed.)	0.26	8	2	2	1	0.72	1	0
28292780	BMJ (Clinical research ed.)	0.09	8	2	1	2	0.72	0	1
28292780	BMJ (Clinical research ed.)	0.42	8	2	2	1	0.72	1	0
28292769	BMJ (Clinical research ed.)	9	7	0	1	1	71	-1	0
28292769	BMJ (Clinical research ed.)	17	7	0	2	0	71	0	1
28292769	BMJ (Clinical research ed.)	80	7	0	2	0	71	0	1
28292769	BMJ (Clinical research ed.)	15	11	0	2	0	71	0	1
28292766	BMJ open	22.9	7	1	3	0	11.6	1	0
28292766	BMJ open	34.5	7	1	3	0	11.6	1	0
28292766	BMJ open	1.3	8	1	2	1	2.2	0	1
28292766	BMJ open	3.5	8	1	2	1	2.2	0	1
28292766	BMJ open	4.4	9	1	2	1	3.2	0	1
28292766	BMJ open	7.6	9	1	2	1	3.2	0	1
28292765	BMJ open	46.9	5	1	3	0	14.7	1	0
28292765	BMJ open	39.5	5	1	3	0	14.7	1	0
28292765	BMJ open	54.2	5	1	3	0	14.7	1	0
28292765	BMJ open	72.9	6	1	3	0	33.4	1	0
28292756	BMJ open	63	7	1	3	0	57.2	1	0
28292756	BMJ open	8.6	7	1	2	1	57.2	0	1
28292756	BMJ open	15.6	7	1	3	0	57.2	1	0
28292756	BMJ open	5.8	7	1	2	1	57.2	0	1
28292756	BMJ open	7	7	1	2	1	57.2	0	1
28292744	BMJ (Clinical research ed.)	52.9	7	1	3	0	5.8	1	0
28292744	BMJ (Clinical research ed.)	47.1	7	1	3	0	5.8	1	0
28291893	JAMA	60.7	11	1	3	0	87.8	1	0
28291893	JAMA	13.8	11	1	3	0	87.8	1	0
28291893	JAMA	16.5	11	1	3	0	87.8	1	0
28291893	JAMA	4	11	1	2	1	87.8	0	1
28291893	JAMA	5.1	11	1	2	1	87.8	0	1
28291893	JAMA	5	11	1	2	1	87.8	0	1
28291893	JAMA	3.6	11	1	2	1	87.8	0	1
28291893	JAMA	91.4	11	1	3	1	87.8	0	1
28291893	JAMA	8	12	1	2	1	15.3	0	1
28291893	JAMA	23.3	12	1	3	0	15.3	1	0
28291893	JAMA	7.3	13	1	2	1	0.8	0	1
28291893	JAMA	8.1	13	1	2	1	0.8	0	1
28291892	JAMA	57	6	1	3	0	49.4	1	0
28291892	JAMA	7.6	6	1	2	1	49.4	0	1
28291892	JAMA	8.8	6	1	2	1	49.4	0	1
28291892	JAMA	83.6	7	1	3	0	70.1	1	0
28291892	JAMA	13.5	7	1	3	0	70.1	1	0
28291892	JAMA	39.9	7	1	3	0	70.1	1	0
28291892	JAMA	30.3	7	1	3	0	70.1	1	0
28291892	JAMA	83.5	8	1	3	0	77.9	1	0
28291892	JAMA	15.8	9	1	3	0	22	1	0
28291892	JAMA	14.8	9	1	3	0	22	1	0
28291892	JAMA	16.7	9	1	3	0	22	1	0
28291892	JAMA	17.5	9	1	3	0	22	1	0
28291892	JAMA	16.6	9	1	3	0	22	1	0
28291892	JAMA	18.4	9	1	3	0	22	1	0
28291892	JAMA	27.1	9	1	3	0	22	1	0
28291892	JAMA	26.6	9	1	3	0	22	1	0
28291892	JAMA	27.7	9	1	3	0	22	1	0
28291892	JAMA	24.8	9	1	3	0	22	1	0
28291892	JAMA	24.3	9	1	3	0	22	1	0
28291892	JAMA	25.3	9	1	3	0	22	1	0
28291892	JAMA	25.8	9	1	3	0	22	1	0
28291892	JAMA	25	9	1	3	0	22	1	0
28291892	JAMA	26.6	9	1	3	0	22	1	0
28291892	JAMA	6.4	9	1	2	1	22	0	1
28291892	JAMA	5.8	9	1	2	1	22	0	1
28291892	JAMA	7	9	1	2	1	22	0	1
28291892	JAMA	6.3	9	1	2	1	22	0	1
28291892	JAMA	5.7	9	1	2	1	22	0	1
28291892	JAMA	6.8	9	1	2	1	22	0	1
28291892	JAMA	9.3	9	1	2	1	22	0	1
28291892	JAMA	8.9	9	1	2	1	22	0	1
28291892	JAMA	9.6	9	1	2	1	22	0	1
28291892	JAMA	8.1	9	1	2	1	22	0	1
28291892	JAMA	7.8	9	1	2	1	22	0	1
28291892	JAMA	8.3	9	1	2	1	22	0	1
28291892	JAMA	8.8	9	1	2	1	22	0	1
28291892	JAMA	8.3	9	1	2	1	22	0	1
28291892	JAMA	9.3	9	1	2	1	22	0	1
28291891	JAMA	68	9	0	2	0	Inf	0	1
28291640	The Lancet. Haematology	80	13	0	2	0	41	0	1
28291640	The Lancet. Haematology	63	13	0	2	0	41	0	1
28291640	The Lancet. Haematology	39	13	0	2	0	41	0	1
28291640	The Lancet. Haematology	71	13	0	2	0	41	0	1
28291640	The Lancet. Haematology	49	13	0	2	0	41	0	1
28291640	The Lancet. Haematology	22	15	0	2	0	58	0	1
28291584	The Lancet. Oncology	1	6	0	1	1	63	-1	0
28291584	The Lancet. Oncology	64	10	0	2	0	44	0	1
28291584	The Lancet. Oncology	24	10	0	2	0	44	0	1
28291584	The Lancet. Oncology	24	10	0	2	0	44	0	1
28291584	The Lancet. Oncology	20	10	0	2	0	44	0	1
28291584	The Lancet. Oncology	20	11	0	2	0	63	0	1
28291584	The Lancet. Oncology	12	12	0	2	0	8	0	1
28291584	The Lancet. Oncology	4	12	0	1	1	8	-1	0
28291584	The Lancet. Oncology	20	14	0	2	0	32	0	1
28291584	The Lancet. Oncology	20	14	0	2	0	32	0	1
28291584	The Lancet. Oncology	52	14	0	2	0	32	0	1
28290995	Lancet (London, England)	25	9	0	2	0	Inf	0	1
28289047	BMJ open	37.5	8	1	3	0	14.2	1	0
28289047	BMJ open	26.7	8	1	3	0	14.2	1	0
28289047	BMJ open	40.9	8	1	3	0	14.2	1	0
28289047	BMJ open	54	9	0	2	0	11.4	0	1
28289047	BMJ open	42.6	9	1	3	0	11.4	1	0
28289047	BMJ open	49.4	10	1	3	0	23.3	1	0
28289047	BMJ open	26.1	10	1	3	0	23.3	1	0
28288747	The Lancet. Global health	86	11	0	2	0	8	0	1
28288747	The Lancet. Global health	82	11	0	2	0	8	0	1
28288747	The Lancet. Global health	86	11	0	2	0	8	0	1
28288747	The Lancet. Global health	86	11	0	2	0	8	0	1
28288747	The Lancet. Global health	90	11	0	2	0	8	0	1
28288747	The Lancet. Global health	85	14	0	2	0	70	0	1
28288747	The Lancet. Global health	15	14	0	2	0	70	0	1
28288746	The Lancet. Global health	20	9	0	2	0	60	0	1
28288746	The Lancet. Global health	80	9	0	2	0	60	0	1
28288746	The Lancet. Global health	19.7	10	1	3	0	60.3	1	0
28286331	BMJ open	17	1	0	2	0	73	0	1
28286331	BMJ open	78	11	0	2	0	7	0	1
28286331	BMJ open	71	11	0	2	0	7	0	1
28286331	BMJ open	90	13	0	2	0	73	0	1
28285816	Lancet (London, England)	0.2	7	1	1	1	2.6	0	1
28285816	Lancet (London, England)	1.3	7	1	2	1	2.6	0	1
28285816	Lancet (London, England)	0.8	7	1	1	1	2.6	0	1
28285816	Lancet (London, England)	2.8	7	1	2	1	2.6	0	1
28285816	Lancet (London, England)	0.7	8	1	1	1	3.4	0	1
28285816	Lancet (London, England)	2.2	8	1	2	1	3.4	0	1
28285816	Lancet (London, England)	0.4	8	1	1	1	3.4	0	1
28285816	Lancet (London, England)	3.8	8	1	2	1	3.4	0	1
28284557	The Lancet. Oncology	5	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	19	12	0	2	0	18	0	1
28284557	The Lancet. Oncology	7	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	2	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	2	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	5	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	1	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	9	12	0	1	1	18	-1	0
28284557	The Lancet. Oncology	34	13	0	2	0	12	0	1
28284557	The Lancet. Oncology	22	13	0	2	0	12	0	1
28283493	BMJ open	30	3	0	2	0	Inf	0	1
28283489	BMJ open	56.4	10	1	3	0	Inf	1	0
28283488	BMJ open	40	3	0	2	0	97	0	1
28283488	BMJ open	3	7	0	1	1	88	-1	0
28283488	BMJ open	91	7	0	2	1	88	-1	0
28283488	BMJ open	40	7	0	2	0	88	0	1
28283488	BMJ open	80.1	8	1	3	0	23.3	1	0
28283488	BMJ open	100	8	0	3	0	23.3	0	1
28283488	BMJ open	76.7	8	1	3	0	23.3	1	0
28283488	BMJ open	97	8	0	2	1	23.3	-1	0
28283488	BMJ open	48.7	9	1	3	0	41.3	1	0
28283488	BMJ open	81	9	0	2	0	41.3	0	1
28283488	BMJ open	53	9	0	2	0	41.3	0	1
28283488	BMJ open	90	9	0	2	0	41.3	0	1
28283486	BMJ open	85	2	0	2	0	Inf	0	1
28283286	Lancet (London, England)	21	13	0	2	0	21.02	0	1
28283286	Lancet (London, England)	26	13	0	2	0	21.02	0	1
28283286	Lancet (London, England)	4.98	13	2	3	1	21.02	1	0
28283286	Lancet (London, England)	5.81	13	2	3	1	21.02	1	0
28283282	The Lancet. Oncology	70	5	0	2	0	69	0	1
28283282	The Lancet. Oncology	13	17	0	2	0	19	0	1
28283282	The Lancet. Oncology	6	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	20	17	0	2	0	19	0	1
28283282	The Lancet. Oncology	15	17	0	2	0	19	0	1
28283282	The Lancet. Oncology	10	17	0	2	0	19	0	1
28283282	The Lancet. Oncology	6	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	1	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	1	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	11	17	0	2	0	19	0	1
28283282	The Lancet. Oncology	8	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	1	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	1	17	0	1	1	19	-1	0
28283282	The Lancet. Oncology	43	18	0	2	0	7	0	1
28283282	The Lancet. Oncology	36	18	0	2	0	7	0	1
28283282	The Lancet. Oncology	5	19	0	1	1	0	-1	0
28283282	The Lancet. Oncology	5	19	0	1	1	0	-1	0
28279996	BMJ open	4.2	8	1	2	1	4.6	0	1
28279996	BMJ open	7.3	8	1	2	1	4.6	0	1
28279996	BMJ open	2.7	8	1	2	1	4.6	0	1
28279996	BMJ open	73	12	0	2	0	70.3	0	1
28279996	BMJ open	2.7	12	1	2	1	70.3	0	1
28279995	BMJ open	20.5	7	1	3	0	44.6	1	0
28279995	BMJ open	65.1	8	1	3	0	44.6	1	0
28279993	BMJ open	26	9	0	2	0	20	0	1
28279993	BMJ open	13	11	0	2	0	20	0	1
28279993	BMJ open	33	11	0	2	0	20	0	1
28279992	BMJ open	91.7	9	1	3	1	Inf	0	1
28279964	BMJ (Clinical research ed.)	30	5	0	2	0	20	0	1
28279964	BMJ (Clinical research ed.)	10	5	0	2	0	20	0	1
28279964	BMJ (Clinical research ed.)	1.7	7	1	2	1	28.3	0	1
28279964	BMJ (Clinical research ed.)	30	7	0	2	0	28.3	0	1
28279964	BMJ (Clinical research ed.)	10	9	0	2	0	30	0	1
28279964	BMJ (Clinical research ed.)	19	9	0	2	0	30	0	1
28279964	BMJ (Clinical research ed.)	29	9	0	2	0	30	0	1
28279964	BMJ (Clinical research ed.)	39	9	0	2	0	30	0	1
28279964	BMJ (Clinical research ed.)	40	9	0	2	0	30	0	1
28279964	BMJ (Clinical research ed.)	30	10	0	2	0	20	0	1
28279964	BMJ (Clinical research ed.)	19	10	0	2	0	20	0	1
28279964	BMJ (Clinical research ed.)	29	10	0	2	0	20	0	1
28279964	BMJ (Clinical research ed.)	10	10	0	2	0	20	0	1
28279964	BMJ (Clinical research ed.)	30	12	0	2	0	38.3	0	1
28279484	Lancet (London, England)	25	7	0	2	0	12	0	1
28279484	Lancet (London, England)	37	7	0	2	0	12	0	1
28279484	Lancet (London, England)	68	12	0	2	0	73	0	1
28279484	Lancet (London, England)	74	13	0	2	0	72.4	0	1
28279484	Lancet (London, England)	91	13	0	2	1	72.4	-1	0
28279484	Lancet (London, England)	18.6	13	1	3	0	72.4	1	0
28279484	Lancet (London, England)	26.1	13	1	3	0	72.4	1	0
28279484	Lancet (London, England)	37	13	0	2	0	72.4	0	1
28279484	Lancet (London, England)	18	14	0	2	0	18	0	1
28279484	Lancet (London, England)	36	14	0	2	0	18	0	1
28279484	Lancet (London, England)	19	14	1	3	0	18	1	0
28274969	BMJ open	27	6	0	2	0	Inf	0	1
28274968	BMJ open	32.9	8	1	3	0	24.6	1	0
28274968	BMJ open	26.1	8	1	3	0	24.6	1	0
28274968	BMJ open	22.7	8	1	3	0	24.6	1	0
28274968	BMJ open	10	8	1	3	0	24.6	1	0
28274968	BMJ open	8.3	8	1	2	1	24.6	0	1
28274966	BMJ open	47	2	0	2	0	16.3	0	1
28274966	BMJ open	30.7	4	1	3	0	16.3	1	0
28274965	BMJ open	75	9	0	2	0	Inf	0	1
28274964	BMJ open	8.1	6	1	2	1	4.1	0	1
28274964	BMJ open	6.6	6	1	2	1	4.1	0	1
28274964	BMJ open	4.9	6	1	2	1	4.1	0	1
28274964	BMJ open	4	6	0	1	1	4.1	-1	0
28274964	BMJ open	16	9	0	2	0	78	0	1
28274964	BMJ open	18	9	0	2	0	78	0	1
28274964	BMJ open	94	9	0	2	1	78	-1	0
28274964	BMJ open	94	9	0	2	1	78	-1	0
28274964	BMJ open	28	10	0	2	0	10	0	1
28274964	BMJ open	18	10	0	2	0	10	0	1
28274962	BMJ open	100	10	0	3	0	2	0	1
28274962	BMJ open	98	10	0	2	1	2	-1	0
28274962	BMJ open	100	10	0	3	0	2	0	1
28274941	BMJ (Clinical research ed.)	7.5	3	1	2	1	69.7	0	1
28274941	BMJ (Clinical research ed.)	0.6	9	1	1	1	0.6	0	1
28274941	BMJ (Clinical research ed.)	0.9	9	1	1	1	0.6	0	1
28274941	BMJ (Clinical research ed.)	0.3	9	1	1	1	0.6	0	1
28274941	BMJ (Clinical research ed.)	70	10	0	2	0	48	0	1
28274941	BMJ (Clinical research ed.)	22	10	0	2	0	48	0	1
28274941	BMJ (Clinical research ed.)	7	11	0	1	1	29	-1	0
28274941	BMJ (Clinical research ed.)	36	11	0	2	0	29	0	1
28274941	BMJ (Clinical research ed.)	19	11	0	2	0	29	0	1
28273028	The New England journal of medicine	65.6	6	1	3	0	35	1	0
28273028	The New England journal of medicine	83.3	7	1	3	0	35	1	0
28273028	The New England journal of medicine	48.3	8	1	3	0	34.5	1	0
28273028	The New England journal of medicine	82.8	8	1	3	0	34.5	1	0
28273021	The New England journal of medicine	138	6	0	3	0	Inf	0	1
28271870	The Lancet. Oncology	70	6	0	2	0	4	0	1
28271870	The Lancet. Oncology	72	6	0	2	0	4	0	1
28271870	The Lancet. Oncology	74	6	0	2	0	4	0	1
28270392	BMJ open	44	4	0	2	0	Inf	0	1
28270391	BMJ open	60	5	0	2	0	30	0	1
28270391	BMJ open	30	5	0	2	0	30	0	1
28270389	BMJ open	18.7	7	1	3	0	8.1	1	0
28270389	BMJ open	14.9	7	1	3	0	8.1	1	0
28270389	BMJ open	23	7	1	3	0	8.1	1	0
28270389	BMJ open	66.2	8	1	3	0	68.1	1	0
28270389	BMJ open	73	10	0	2	0	22	0	1
28270389	BMJ open	61	10	0	2	0	22	0	1
28270389	BMJ open	83	10	0	2	0	22	0	1
28270389	BMJ open	66	11	0	2	0	23	0	1
28270389	BMJ open	54	11	0	2	0	23	0	1
28270389	BMJ open	77	11	0	2	0	23	0	1
28268067	The Lancet. Infectious diseases	23	8	0	2	0	14	0	1
28268067	The Lancet. Infectious diseases	13	8	0	2	0	14	0	1
28268067	The Lancet. Infectious diseases	9	8	0	1	1	14	-1	0
28268064	The Lancet. Oncology	32	10	0	2	0	32	0	1
28268064	The Lancet. Oncology	40	11	0	2	0	32	0	1
28268064	The Lancet. Oncology	8	14	0	1	1	32	-1	0
28267861	JAMA	0	10	0	0	1	100	-1	0
28267861	JAMA	100	10	0	3	0	100	0	1
28267861	JAMA	91	10	0	2	1	100	-1	0
28267861	JAMA	99	10	0	2	1	100	-1	0
28267861	JAMA	0	10	0	0	1	100	-1	0
28267861	JAMA	3.6	10	1	2	1	100	0	1
28267861	JAMA	99	10	0	2	1	100	-1	0
28267861	JAMA	69	11	0	2	0	98	0	1
28267861	JAMA	79	11	0	2	0	98	0	1
28267861	JAMA	54	11	0	2	0	98	0	1
28267861	JAMA	97	11	0	2	1	98	-1	0
28267861	JAMA	52	11	0	2	0	98	0	1
28267861	JAMA	95	11	0	2	1	98	-1	0
28267861	JAMA	79	11	0	2	0	98	0	1
28267861	JAMA	80	11	0	2	0	98	0	1
28267861	JAMA	20	11	0	2	0	98	0	1
28267861	JAMA	98	11	0	2	1	98	-1	0
28267861	JAMA	88	11	0	2	0	98	0	1
28267861	JAMA	57	11	0	2	0	98	0	1
28267861	JAMA	2	11	0	1	1	98	-1	0
28267861	JAMA	100	11	0	3	0	98	0	1
28267861	JAMA	100	11	0	3	0	98	0	1
28267861	JAMA	85	11	0	2	0	98	0	1
28267861	JAMA	5	12	0	1	1	35	-1	0
28267861	JAMA	36	12	0	2	0	35	0	1
28267861	JAMA	11	12	0	2	0	35	0	1
28267861	JAMA	1	12	0	1	1	35	-1	0
28267856	JAMA	51	10	0	2	0	50.68	0	1
28267856	JAMA	0.4	11	2	2	1	0.26	1	0
28267856	JAMA	0.35	11	2	2	1	0.26	1	0
28267856	JAMA	0.46	11	2	2	1	0.26	1	0
28267856	JAMA	0.32	11	2	2	1	0.26	1	0
28267856	JAMA	0.58	11	2	2	1	0.26	1	0
28267855	JAMA	45.4	8	1	3	0	34.8	1	0
28267855	JAMA	48.6	8	1	3	0	34.8	1	0
28267855	JAMA	46.2	8	1	3	0	34.8	1	0
28267855	JAMA	50.9	8	1	3	0	34.8	1	0
28267855	JAMA	41.8	8	1	3	0	34.8	1	0
28267855	JAMA	39.3	8	1	3	0	34.8	1	0
28267855	JAMA	44.2	8	1	3	0	34.8	1	0
28267855	JAMA	64.2	8	1	3	0	34.8	1	0
28267855	JAMA	60.6	8	1	3	0	34.8	1	0
28267855	JAMA	67.9	8	1	3	0	34.8	1	0
28267855	JAMA	35.7	8	1	3	0	34.8	1	0
28267855	JAMA	33.1	8	1	3	0	34.8	1	0
28267855	JAMA	38.1	8	1	3	0	34.8	1	0
28267855	JAMA	53.1	8	1	3	0	34.8	1	0
28267855	JAMA	51.6	8	1	3	0	34.8	1	0
28267855	JAMA	54.8	8	1	3	0	34.8	1	0
28267855	JAMA	50	8	1	3	0	34.8	1	0
28267855	JAMA	48.2	8	1	3	0	34.8	1	0
28267855	JAMA	51.8	8	1	3	0	34.8	1	0
28267855	JAMA	42.8	8	1	3	0	34.8	1	0
28267855	JAMA	40.9	8	1	3	0	34.8	1	0
28267855	JAMA	44.5	8	1	3	0	34.8	1	0
28267855	JAMA	46.8	8	1	3	0	34.8	1	0
28267855	JAMA	44.9	8	1	3	0	34.8	1	0
28267855	JAMA	48.7	8	1	3	0	34.8	1	0
28267855	JAMA	45.7	8	1	3	0	34.8	1	0
28267855	JAMA	44.2	8	1	3	0	34.8	1	0
28267855	JAMA	47.4	8	1	3	0	34.8	1	0
28267855	JAMA	39.1	8	1	3	0	34.8	1	0
28267855	JAMA	37.2	8	1	3	0	34.8	1	0
28267855	JAMA	41.2	8	1	3	0	34.8	1	0
28267855	JAMA	9.5	9	1	2	1	2.1	0	1
28267855	JAMA	8.5	9	1	2	1	2.1	0	1
28267855	JAMA	8.2	9	1	2	1	2.1	0	1
28267855	JAMA	7.8	9	1	2	1	2.1	0	1
28267855	JAMA	7.6	9	1	2	1	2.1	0	1
28267855	JAMA	7.5	9	1	2	1	2.1	0	1
28267855	JAMA	7.4	9	1	2	1	2.1	0	1
28267855	JAMA	26.5	10	1	3	0	60.5	1	0
28267855	JAMA	20.8	11	1	3	0	10.8	1	0
28267855	JAMA	18.5	11	1	3	0	10.8	1	0
28267855	JAMA	22.8	11	1	3	0	10.8	1	0
28267855	JAMA	18	11	1	3	0	10.8	1	0
28267855	JAMA	14.6	11	1	3	0	10.8	1	0
28267855	JAMA	21	11	1	3	0	10.8	1	0
28267855	JAMA	14.5	11	1	3	0	10.8	1	0
28267855	JAMA	12	11	1	3	0	10.8	1	0
28267855	JAMA	16.9	11	1	3	0	10.8	1	0
28267855	JAMA	14.4	12	1	3	0	10.4	1	0
28267855	JAMA	9.1	12	1	2	1	10.4	0	1
28267855	JAMA	19.5	12	1	3	0	10.4	1	0
28267854	JAMA	51.4	8	1	3	0	70.2	1	0
28267854	JAMA	2.4	9	1	2	1	61	0	1
28267854	JAMA	61.8	9	1	3	0	61	1	0
28267854	JAMA	24.8	9	1	3	0	61	1	0
28267854	JAMA	7.8	9	1	2	1	61	0	1
28267854	JAMA	2.4	9	1	2	1	61	0	1
28267854	JAMA	0.8	9	1	1	1	61	0	1
28267854	JAMA	71	12	0	2	0	70.2	0	1
28267854	JAMA	45	13	0	2	0	70.2	0	1
28264833	BMJ open	44.4	6	1	3	0	25.2	1	0
28264833	BMJ open	55.6	6	1	3	0	25.2	1	0
28264833	BMJ open	46.9	6	1	3	0	25.2	1	0
28264833	BMJ open	30.4	6	1	3	0	25.2	1	0
28264833	BMJ open	63.8	9	1	3	0	0.899999999999999	1	0
28264833	BMJ open	62.9	9	1	3	0	0.899999999999999	1	0
28264832	BMJ open	53	5	0	2	0	30	0	1
28264832	BMJ open	83	5	0	2	0	30	0	1
28264832	BMJ open	72	5	0	2	0	30	0	1
28264832	BMJ open	80	5	0	2	0	30	0	1
28264829	BMJ open	84	3	0	2	0	68	0	1
28264829	BMJ open	16	3	0	2	0	68	0	1
28264828	BMJ open	72	7	0	2	0	Inf	0	1
28264824	BMJ open	100	9	0	3	0	98	0	1
28264824	BMJ open	2	12	0	1	1	98	-1	0
28264823	BMJ open	86	8	0	2	0	66	0	1
28264823	BMJ open	20	12	0	2	0	66	0	1
28264822	BMJ open	22	5	0	2	0	Inf	0	1
28264814	BMJ (Clinical research ed.)	0.2	10	1	1	1	Inf	0	1
28264080	JAMA	38	10	0	2	0	Inf	0	1
28262574	The lancet. HIV	10	3	0	2	0	Inf	0	1
28262269	Lancet (London, England)	20	10	0	2	0	2	0	1
28262269	Lancet (London, England)	22	10	0	2	0	2	0	1
28262269	Lancet (London, England)	9	11	0	1	1	4	-1	0
28262269	Lancet (London, England)	5	11	0	1	1	4	-1	0
28262269	Lancet (London, England)	1	12	0	1	1	0	-1	0
28262269	Lancet (London, England)	1	12	0	1	1	0	-1	0
28262269	Lancet (London, England)	1	12	0	1	1	0	-1	0
28262269	Lancet (London, England)	1	12	0	1	1	0	-1	0
28259852	BMJ open	46	6	0	2	0	36	0	1
28259852	BMJ open	58	6	0	2	0	36	0	1
28259852	BMJ open	65	6	0	2	0	36	0	1
28259852	BMJ open	70	6	0	2	0	36	0	1
28259852	BMJ open	70	6	0	2	0	36	0	1
28259852	BMJ open	76	6	0	2	0	36	0	1
28259852	BMJ open	78	6	0	2	0	36	0	1
28259852	BMJ open	82	6	0	2	0	36	0	1
28259777	The lancet. HIV	90	1	0	2	0	94.701	0	1
28259777	The lancet. HIV	8	8	0	1	1	94.701	-1	0
28259777	The lancet. HIV	94	11	0	2	1	94.701	-1	0
28259777	The lancet. HIV	94	11	0	2	1	94.701	-1	0
28259777	The lancet. HIV	0.3	11	1	1	1	94.701	0	1
28259777	The lancet. HIV	95.001	11	3	5	1	94.701	2	0
28259777	The lancet. HIV	6	12	0	1	1	6	-1	0
28259777	The lancet. HIV	12	12	0	2	0	6	0	1
28259776	The lancet. HIV	90	1	0	2	0	93.001	0	1
28259776	The lancet. HIV	8	7	0	1	1	93.001	-1	0
28259776	The lancet. HIV	90	10	0	2	0	93.001	0	1
28259776	The lancet. HIV	92	10	0	2	1	93.001	-1	0
28259776	The lancet. HIV	2	10	1	2	1	93.001	0	1
28259776	The lancet. HIV	95.001	10	3	5	1	93.001	2	0
28259776	The lancet. HIV	13	10	0	2	0	93.001	0	1
28259776	The lancet. HIV	10	10	0	2	0	93.001	0	1
28259610	The Lancet. Oncology	97	15	0	2	1	10	-1	0
28259610	The Lancet. Oncology	87	15	0	2	0	10	0	1
28259610	The Lancet. Oncology	80.8	16	1	3	0	84	1	0
28259610	The Lancet. Oncology	49	17	0	2	0	36	0	1
28259610	The Lancet. Oncology	31	17	0	2	0	36	0	1
28259610	The Lancet. Oncology	28	17	0	2	0	36	0	1
28259610	The Lancet. Oncology	23	17	0	2	0	36	0	1
28259610	The Lancet. Oncology	13	17	0	2	0	36	0	1
28259610	The Lancet. Oncology	16	17	0	2	0	36	0	1
28259610	The Lancet. Oncology	17	17	0	2	0	36	0	1
