type	journal	pubmed
Journal Article	PloS one	28628668
Journal Article	PloS one	28628667
Journal Article	PloS one	28628664
Journal Article	PloS one	28628663
Journal Article	PloS one	28628662
Journal Article	PloS one	28628661
c("Journal Article", "Review")	PloS one	28628660
Journal Article	PloS one	28628659
Journal Article	PloS one	28628658
Journal Article	PloS one	28628657
Journal Article	PloS one	28628656
Journal Article	PloS one	28628652
Journal Article	PloS one	28628651
Journal Article	PloS one	28628649
Journal Article	PloS one	28628646
Journal Article	PloS one	28628645
Journal Article	PloS one	28628644
Journal Article	PloS one	28628643
Journal Article	PloS one	28628642
Journal Article	PloS one	28628641
Journal Article	PloS one	28628640
Journal Article	PloS one	28628639
Journal Article	PloS one	28628638
Journal Article	PloS one	28628637
Journal Article	PloS one	28628636
Journal Article	PloS one	28628635
Journal Article	PloS one	28628634
Journal Article	PloS one	28628633
Journal Article	PloS one	28628632
Journal Article	PloS one	28628631
Journal Article	PloS one	28628630
Journal Article	PloS one	28628629
Journal Article	PloS one	28628628
Journal Article	PloS one	28628627
Journal Article	PloS one	28628626
Journal Article	PloS one	28628625
Journal Article	PloS one	28628624
Journal Article	PloS one	28628623
c("Clinical Trial", "Journal Article")	PloS one	28628622
Journal Article	PloS one	28628621
Journal Article	PloS one	28628620
Journal Article	PloS one	28628611
Journal Article	PloS one	28628610
Journal Article	PloS one	28628609
Journal Article	F1000Research	28620456
Journal Article	F1000Research	28620455
c("Journal Article", "Review")	F1000Research	28620452
Journal Article	PloS one	28622394
Journal Article	PloS one	28622393
Journal Article	PloS one	28622392
Journal Article	PloS one	28622391
Journal Article	PloS one	28622390
Journal Article	PloS one	28622389
c("Clinical Trial", "Journal Article")	PloS one	28622388
Journal Article	PloS one	28622387
Journal Article	PloS one	28622385
Journal Article	PloS one	28622384
c("Clinical Trial", "Journal Article")	PloS one	28622383
Journal Article	PloS one	28622381
Journal Article	PloS one	28622380
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28622379
Journal Article	PloS one	28622378
c("Clinical Trial", "Journal Article")	PloS one	28622377
Journal Article	PloS one	28622376
Journal Article	PloS one	28622375
Journal Article	PloS one	28622374
Journal Article	PloS one	28622373
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28622372
Journal Article	PloS one	28622371
c("Evaluation Studies", "Journal Article")	PloS one	28622370
Journal Article	PloS one	28622369
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28622367
Journal Article	PloS one	28622366
c("Clinical Trial", "Journal Article")	PloS one	28622365
Journal Article	PloS one	28622364
Journal Article	PloS one	28622362
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28622361
Journal Article	PloS one	28622360
Journal Article	PloS one	28622359
Journal Article	PloS one	28622358
Journal Article	PloS one	28622357
c("Clinical Trial", "Journal Article")	PloS one	28622356
c("Clinical Trial", "Journal Article")	PloS one	28622355
c("Clinical Trial", "Journal Article")	PloS one	28622354
Journal Article	PloS one	28622353
Journal Article	PloS one	28622352
Journal Article	PloS one	28622351
Journal Article	PloS one	28622350
c("Clinical Trial", "Journal Article", "Randomized Controlled Trial")	PloS one	28622349
c("Clinical Trial", "Journal Article")	PloS one	28622348
Journal Article	PloS one	28622347
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28622345
Journal Article	PloS one	28622343
Journal Article	PloS one	28622342
Journal Article	PloS one	28622341
Journal Article	PloS one	28622340
Journal Article	PloS one	28622339
Journal Article	PloS one	28622338
Journal Article	PloS one	28622337
Journal Article	PloS one	28622335
Journal Article	PloS one	28622333
c("Journal Article", "Review")	F1000Research	28620467
c("Journal Article", "Review")	F1000Research	28620466
c("Journal Article", "Review")	F1000Research	28620465
c("Journal Article", "Review")	F1000Research	28620464
c("Journal Article", "Review")	F1000Research	28620463
c("Journal Article", "Review")	F1000Research	28620461
Journal Article	F1000Research	28620459
c("Journal Article", "Review")	F1000Research	28620458
Journal Article	F1000Research	28620457
Journal Article	F1000Research	28620454
c("Journal Article", "Review")	F1000Research	28620453
Journal Article	PloS one	28617872
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28617869
Journal Article	PloS one	28617867
Journal Article	PloS one	28617866
Journal Article	PloS one	28617865
c("Clinical Trial", "Journal Article")	PloS one	28617864
Journal Article	PloS one	28617863
c("Clinical Trial", "Journal Article")	PloS one	28617862
Journal Article	PloS one	28617861
c("Clinical Trial", "Journal Article")	PloS one	28617860
Journal Article	PloS one	28617859
Journal Article	PloS one	28617858
Journal Article	PloS one	28617857
Journal Article	PloS one	28617856
c("Clinical Trial", "Journal Article")	PloS one	28617855
Journal Article	PloS one	28617854
Journal Article	PloS one	28617852
Journal Article	PloS one	28617851
Journal Article	PloS one	28617849
c("Journal Article", "Randomized Controlled Trial")	PloS one	28617848
c("Clinical Trial", "Journal Article")	PloS one	28617847
Journal Article	PloS one	28617846
Journal Article	PloS one	28617845
Journal Article	PloS one	28617843
c("Clinical Trial", "Journal Article")	PloS one	28617842
Journal Article	PloS one	28617841
c("Clinical Trial", "Journal Article")	PloS one	28617840
Journal Article	PloS one	28617839
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	PloS one	28617838
c("Journal Article", "Review")	PloS one	28617837
Journal Article	PloS one	28617836
Journal Article	PloS one	28617835
Journal Article	PloS one	28617834
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28617833
Journal Article	PloS one	28617832
c("Clinical Trial", "Journal Article")	PloS one	28617831
Journal Article	PloS one	28617830
Journal Article	PloS one	28617829
Journal Article	PloS one	28617828
Journal Article	PloS one	28617827
Journal Article	PloS one	28617826
c("Clinical Trial", "Journal Article")	PloS one	28617825
Journal Article	PloS one	28617824
Journal Article	PloS one	28617823
Journal Article	PloS one	28617822
Journal Article	PloS one	28617821
Journal Article	PloS one	28617820
Journal Article	PloS one	28617819
Journal Article	PloS one	28617818
Journal Article	PloS one	28617817
Journal Article	PloS one	28617816
Journal Article	PloS one	28617815
Journal Article	PloS one	28617814
Journal Article	PLoS medicine	28617810
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	PloS one	28617807
Journal Article	PloS one	28617805
c("Journal Article", "Multicenter Study")	PloS one	28617804
Journal Article	PloS one	28617802
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28617801
Journal Article	Nature	28617479
Journal Article	Nature	28617470
Journal Article	Nature	28617467
Journal Article	Nature	28617466
Journal Article	Nature	28617463
Journal Article	Nature	28617462
Journal Article	Nature	28617459
Journal Article	Nature	28617453
Journal Article	PloS one	28614420
Journal Article	PloS one	28614419
Journal Article	PloS one	28614418
Journal Article	PloS one	28614417
Journal Article	PloS one	28614415
Journal Article	PloS one	28614414
Journal Article	PloS one	28614413
Journal Article	PloS one	28614412
Journal Article	PloS one	28614411
Journal Article	PloS one	28614410
Journal Article	PloS one	28614409
Journal Article	PloS one	28614408
Journal Article	PloS one	28614407
Journal Article	PloS one	28614406
Journal Article	PloS one	28614405
Journal Article	PloS one	28614404
Journal Article	PloS one	28614403
Journal Article	PloS one	28614402
Journal Article	PloS one	28614401
Journal Article	PloS one	28614400
c("Journal Article", "Randomized Controlled Trial")	PloS one	28614399
Journal Article	PloS one	28614398
Journal Article	PloS one	28614396
Journal Article	PloS one	28614395
Journal Article	PloS one	28614393
Journal Article	PloS one	28614392
Journal Article	PloS one	28614390
Journal Article	PloS one	28614389
Journal Article	PloS one	28614388
Journal Article	PloS one	28614385
Journal Article	PloS one	28614384
Journal Article	PloS one	28614381
Journal Article	PloS one	28614380
Journal Article	PloS one	28614379
Journal Article	PloS one	28614378
Journal Article	PloS one	28614377
Journal Article	PloS one	28614376
Journal Article	PloS one	28614374
Journal Article	PloS one	28614373
Journal Article	PloS one	28614372
Journal Article	PloS one	28614371
Journal Article	PloS one	28614370
Journal Article	PloS one	28614369
Journal Article	PloS one	28614368
Journal Article	PloS one	28614367
Journal Article	PloS one	28614366
Journal Article	PloS one	28614365
c("Journal Article", "Randomized Controlled Trial")	PloS one	28614364
Journal Article	PloS one	28614363
Journal Article	PloS one	28614362
Journal Article	PloS one	28614361
Journal Article	PloS one	28614359
Journal Article	PloS one	28614358
Journal Article	PloS one	28614357
Journal Article	PloS one	28614356
Journal Article	PloS one	28614355
Journal Article	PloS one	28614354
Journal Article	PloS one	28614353
Journal Article	PloS one	28614352
Journal Article	PloS one	28614351
Journal Article	PloS one	28614349
Journal Article	PloS one	28614348
Journal Article	PloS one	28614347
Journal Article	Nature	28614305
Journal Article	Nature	28614301
Journal Article	Nature	28614300
Journal Article	Nature	28614299
Journal Article	Nature	28614298
Journal Article	Nature	28614297
Journal Article	Nature	28614296
Journal Article	Nature	28614294
Journal Article	Nature	28614293
Journal Article	Nature	28614292
Journal Article	PloS one	28609485
Journal Article	PloS one	28609484
Journal Article	PloS one	28609482
Journal Article	PloS one	28609480
Journal Article	PloS one	28609479
Journal Article	PloS one	28609478
c("Journal Article", "Review")	PloS one	28609476
c("Journal Article", "Randomized Controlled Trial")	PloS one	28609475
c("Journal Article", "Multicenter Study")	PloS one	28609474
Journal Article	PloS one	28609473
Journal Article	PloS one	28609472
c("Evaluation Studies", "Journal Article")	PloS one	28609471
Journal Article	PloS one	28609470
Journal Article	PloS one	28609469
c("Journal Article", "Multicenter Study")	PloS one	28609468
Journal Article	PloS one	28609467
Journal Article	PloS one	28609466
Journal Article	PloS one	28609464
Journal Article	PloS one	28609463
Journal Article	PloS one	28609462
Journal Article	PloS one	28609461
Journal Article	PloS one	28609460
Journal Article	PloS one	28609459
Journal Article	PloS one	28609458
Journal Article	PloS one	28609457
c("Journal Article", "Meta-Analysis")	PloS one	28609456
Journal Article	PloS one	28609455
Journal Article	PloS one	28609454
c("Evaluation Studies", "Journal Article")	PloS one	28609453
Journal Article	PloS one	28609452
Journal Article	PloS one	28609451
c("Journal Article", "Multicenter Study")	PloS one	28609450
Journal Article	PloS one	28609449
Journal Article	PloS one	28609448
Journal Article	PloS one	28609447
Journal Article	PloS one	28609446
Journal Article	PLoS medicine	28609445
Journal Article	PloS one	28609444
Journal Article	PloS one	28609443
Journal Article	PLoS medicine	28609442
c("Journal Article", "Multicenter Study")	PloS one	28609441
c("Journal Article", "Review")	PloS one	28609440
c("Journal Article", "Review")	PloS one	28609439
Journal Article	PloS one	28609438
Journal Article	PloS one	28609437
Journal Article	Nature	28607489
Journal Article	Nature	28607488
Journal Article	Nature	28607487
Journal Article	Nature	28607486
Journal Article	Nature	28607485
Journal Article	Nature	28607484
Journal Article	Nature	28607482
Journal Article	Nature	28605751
Journal Article	PloS one	28605395
Journal Article	PloS one	28604842
Journal Article	PloS one	28604841
Journal Article	PloS one	28604840
Journal Article	PloS one	28604839
Journal Article	PloS one	28604838
Journal Article	PloS one	28604837
Journal Article	PloS one	28604836
Journal Article	PloS one	28604834
Journal Article	PloS one	28604833
Journal Article	PloS one	28604831
Journal Article	PloS one	28604830
Journal Article	PloS one	28604829
Journal Article	PloS one	28604827
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	PloS one	28604824
Journal Article	PloS one	28604823
Journal Article	PloS one	28604820
Journal Article	PloS one	28604819
Journal Article	PloS one	28604815
Journal Article	PloS one	28604814
Journal Article	PloS one	28604813
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28604812
Journal Article	PloS one	28604811
Journal Article	PloS one	28604810
Journal Article	PloS one	28604809
Journal Article	PloS one	28604808
Journal Article	PloS one	28604807
Journal Article	PloS one	28604806
Journal Article	PloS one	28604805
Journal Article	PloS one	28604803
Journal Article	PloS one	28604802
Journal Article	PloS one	28604801
Journal Article	PloS one	28604800
Journal Article	PloS one	28604799
Journal Article	PloS one	28604798
Journal Article	PloS one	28604796
Journal Article	PloS one	28604795
Journal Article	PloS one	28604794
Journal Article	PloS one	28604793
Journal Article	PloS one	28604792
Journal Article	PloS one	28604790
Journal Article	PloS one	28604789
Journal Article	PloS one	28604788
Journal Article	PloS one	28604787
Journal Article	PloS one	28604786
Journal Article	PloS one	28604785
Journal Article	PloS one	28604784
Journal Article	PloS one	28604783
Journal Article	PloS one	28604779
Journal Article	PLoS medicine	28604777
Journal Article	PloS one	28604775
Journal Article	PloS one	28604774
Journal Article	PloS one	28604772
Journal Article	PloS one	28599322
Journal Article	PloS one	28599321
Journal Article	PloS one	28599010
Journal Article	PloS one	28599009
Journal Article	PloS one	28599007
Journal Article	PloS one	28599006
Journal Article	PloS one	28599005
Journal Article	PloS one	28599003
Journal Article	PloS one	28599002
Journal Article	PloS one	28599001
Journal Article	PloS one	28599000
Journal Article	PloS one	28598999
Journal Article	PloS one	28598998
Journal Article	PloS one	28598997
Journal Article	PloS one	28598996
Journal Article	PloS one	28598995
Journal Article	PloS one	28598994
Journal Article	PloS one	28598993
c("Journal Article", "Multicenter Study")	PloS one	28598990
Journal Article	PloS one	28598989
Journal Article	PloS one	28598988
Journal Article	PloS one	28598987
Journal Article	PloS one	28598986
Journal Article	PloS one	28598985
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28598984
Journal Article	PloS one	28598983
Journal Article	PloS one	28598982
Journal Article	PloS one	28598980
Journal Article	PloS one	28598979
Journal Article	PloS one	28598978
Journal Article	PloS one	28598977
Journal Article	PloS one	28598976
Journal Article	PloS one	28598975
Journal Article	PloS one	28598974
Journal Article	PloS one	28598973
Journal Article	PloS one	28598972
Journal Article	PloS one	28598970
Journal Article	PloS one	28598969
Journal Article	PloS one	28598968
Journal Article	PloS one	28594962
Journal Article	PloS one	28594961
Journal Article	PloS one	28594960
Journal Article	PloS one	28594959
Journal Article	PloS one	28594958
Journal Article	PloS one	28594957
Journal Article	PloS one	28594956
Journal Article	PloS one	28594955
Journal Article	PloS one	28594954
Journal Article	PloS one	28594953
Journal Article	PloS one	28594952
Journal Article	PloS one	28594951
Journal Article	PloS one	28594950
Journal Article	PloS one	28594949
Journal Article	PloS one	28594948
Journal Article	PloS one	28594947
Journal Article	PloS one	28594946
Journal Article	PloS one	28594945
Journal Article	PloS one	28594944
Journal Article	PloS one	28594943
Journal Article	PloS one	28594942
Journal Article	PloS one	28594941
Journal Article	PloS one	28594940
Journal Article	PloS one	28594939
Journal Article	PloS one	28594937
Journal Article	PloS one	28594936
Journal Article	PloS one	28594935
Journal Article	PloS one	28594934
c("Clinical Trial", "Journal Article")	PloS one	28594933
Journal Article	PloS one	28594931
Journal Article	PloS one	28594930
Journal Article	PloS one	28594929
Journal Article	PloS one	28594927
Journal Article	PloS one	28594926
Journal Article	PloS one	28594925
Journal Article	PloS one	28594924
Journal Article	PloS one	28594923
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28594922
Journal Article	PloS one	28594920
Journal Article	PloS one	28594919
Journal Article	PloS one	28594918
Journal Article	PloS one	28594917
Journal Article	PloS one	28594916
Journal Article	PloS one	28594915
Journal Article	PloS one	28594914
Journal Article	PloS one	28594913
Journal Article	PloS one	28594912
Journal Article	PloS one	28594911
Journal Article	PloS one	28594910
Journal Article	PloS one	28594909
Journal Article	PloS one	28594908
Journal Article	PloS one	28594907
Journal Article	PloS one	28594906
c("Journal Article", "Multicenter Study")	PloS one	28594905
Journal Article	PloS one	28594904
Journal Article	PloS one	28594903
Journal Article	PloS one	28594902
Journal Article	PloS one	28594901
Journal Article	PloS one	28594900
Journal Article	PloS one	28594899
Journal Article	PloS one	28594898
c("Journal Article", "Meta-Analysis")	PloS one	28594897
Journal Article	PloS one	28594896
Journal Article	PloS one	28594895
Journal Article	PloS one	28594893
Journal Article	PloS one	28594892
Journal Article	PloS one	28594890
Journal Article	PloS one	28594889
Journal Article	PloS one	28594888
Journal Article	PloS one	28594887
Journal Article	PloS one	28594886
Journal Article	PloS one	28594885
Journal Article	PloS one	28594884
Journal Article	PloS one	28594883
Journal Article	PloS one	28594882
Journal Article	PloS one	28594881
Journal Article	PloS one	28594880
Journal Article	PloS one	28594879
Journal Article	PloS one	28594878
Journal Article	PloS one	28594877
Journal Article	PloS one	28594876
c("Evaluation Studies", "Journal Article")	PloS one	28594875
Journal Article	PloS one	28594874
Journal Article	PloS one	28594873
Journal Article	PloS one	28594872
Journal Article	PloS one	28594871
Journal Article	PloS one	28594870
Journal Article	PloS one	28594869
Journal Article	PloS one	28594868
Journal Article	PloS one	28594867
Journal Article	PloS one	28594866
Journal Article	PloS one	28594865
Journal Article	PloS one	28594864
Journal Article	PloS one	28594863
Journal Article	PloS one	28594862
Journal Article	PloS one	28594861
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28594860
Journal Article	PloS one	28594859
Journal Article	PloS one	28594858
Journal Article	PloS one	28594857
Journal Article	PloS one	28594856
Journal Article	PloS one	28594855
Journal Article	PloS one	28594854
Journal Article	PloS one	28594853
Journal Article	PloS one	28594852
Journal Article	PloS one	28594851
Journal Article	PloS one	28594850
Journal Article	PloS one	28594849
Journal Article	PloS one	28594848
Journal Article	PloS one	28594847
Journal Article	PloS one	28594846
Journal Article	PloS one	28594844
Journal Article	PloS one	28594843
Journal Article	PloS one	28594842
c("Journal Article", "Meta-Analysis")	PloS one	28594841
Journal Article	PloS one	28594840
Journal Article	PloS one	28594839
Journal Article	PloS one	28594837
Journal Article	PloS one	28594836
Journal Article	PloS one	28594835
Journal Article	PloS one	28594834
Journal Article	PloS one	28594833
Journal Article	PloS one	28594831
Journal Article	PloS one	28594830
Journal Article	PloS one	28594825
Journal Article	PloS one	28594824
Journal Article	PloS one	28594823
Journal Article	PloS one	28594820
Journal Article	Nature	28593986
Journal Article	Nature	28593984
Journal Article	Nature	28593983
Journal Article	Nature	28593981
Journal Article	Nature	28593980
Journal Article	Nature	28593979
Journal Article	Nature	28593978
Journal Article	Nature	28593977
Journal Article	Nature	28593975
Journal Article	Nature	28593973
c("Journal Article", "Review")	Nature	28593971
Journal Article	Nature	28593970
Journal Article	Nature	28593968
Journal Article	Nature	28593964
Journal Article	Nature	28593963
Journal Article	Nature	28593953
Journal Article	PloS one	28591231
Journal Article	PloS one	28591230
Journal Article	PloS one	28591229
Journal Article	PloS one	28591228
Journal Article	PloS one	28591226
Journal Article	PloS one	28591225
Journal Article	PloS one	28591224
Journal Article	PloS one	28591223
Journal Article	PloS one	28591222
Journal Article	PloS one	28591221
Journal Article	PloS one	28591220
Journal Article	PloS one	28591218
Journal Article	PloS one	28591217
Journal Article	PloS one	28591216
Journal Article	PloS one	28591215
Journal Article	PloS one	28591214
Journal Article	PloS one	28591213
Journal Article	PloS one	28591212
Journal Article	PloS one	28591211
Journal Article	PloS one	28591210
Journal Article	PloS one	28591209
Journal Article	PloS one	28591208
Journal Article	PloS one	28591207
Journal Article	PloS one	28591206
Journal Article	PloS one	28591205
Journal Article	PloS one	28591204
Journal Article	PloS one	28591203
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28591202
Journal Article	PloS one	28591201
Journal Article	PloS one	28591199
c("Journal Article", "Randomized Controlled Trial")	PloS one	28591198
Journal Article	PloS one	28591197
Journal Article	PloS one	28591196
Journal Article	PloS one	28591195
Journal Article	PloS one	28591194
Journal Article	PloS one	28591193
Journal Article	PloS one	28591192
Journal Article	PloS one	28591191
Journal Article	PloS one	28591190
Journal Article	PloS one	28591189
Journal Article	PloS one	28591188
Journal Article	PloS one	28591187
Journal Article	PloS one	28591186
Journal Article	PloS one	28591185
Journal Article	PloS one	28591184
Journal Article	PloS one	28591183
Journal Article	PloS one	28591181
Journal Article	PloS one	28591180
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28591179
Journal Article	PloS one	28591178
Journal Article	PloS one	28591177
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28591176
Journal Article	PloS one	28591175
Journal Article	PloS one	28591174
Journal Article	PloS one	28591173
Journal Article	PloS one	28591172
Journal Article	PloS one	28591171
Journal Article	PloS one	28591170
Journal Article	PloS one	28591169
Journal Article	PloS one	28591168
Journal Article	PloS one	28591167
Journal Article	PloS one	28591166
Journal Article	PloS one	28591165
Journal Article	PloS one	28591164
Journal Article	PloS one	28591163
Journal Article	PloS one	28591162
Journal Article	PloS one	28591161
Journal Article	PloS one	28591160
Journal Article	PloS one	28591159
Journal Article	PloS one	28591158
Journal Article	PloS one	28591157
Journal Article	PloS one	28591156
c("Journal Article", "Randomized Controlled Trial")	PloS one	28591155
Journal Article	PloS one	28591154
Journal Article	PloS one	28591153
Journal Article	PloS one	28591152
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28591151
Journal Article	PloS one	28591150
Journal Article	PloS one	28591149
Journal Article	PloS one	28591148
Journal Article	PloS one	28591147
Journal Article	PloS one	28591146
Journal Article	PloS one	28591145
Journal Article	PloS one	28591143
Journal Article	PloS one	28591142
Journal Article	PloS one	28591141
Journal Article	PloS one	28591139
Journal Article	PloS one	28591138
Journal Article	PloS one	28591137
Journal Article	PloS one	28591136
Journal Article	PloS one	28591135
Journal Article	PloS one	28591134
c("Journal Article", "Randomized Controlled Trial")	PloS one	28591133
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28591132
Journal Article	PloS one	28591131
Journal Article	PloS one	28591130
Journal Article	PloS one	28591129
Journal Article	F1000Research	28580128
Journal Article	PloS one	28586403
Journal Article	PloS one	28586402
Journal Article	PloS one	28586401
Journal Article	PloS one	28586400
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28586399
Journal Article	PloS one	28586398
Journal Article	PloS one	28586397
Journal Article	PloS one	28586396
c("Journal Article", "Randomized Controlled Trial")	PloS one	28586395
Journal Article	PloS one	28586394
Journal Article	PloS one	28586393
Journal Article	PloS one	28586392
Journal Article	PloS one	28586391
Journal Article	PloS one	28586390
Journal Article	PloS one	28586389
c("Clinical Trial", "Journal Article")	PloS one	28586388
Journal Article	PloS one	28586387
Journal Article	PloS one	28586386
Journal Article	PloS one	28586385
Journal Article	PloS one	28586384
Journal Article	PloS one	28586383
Journal Article	PloS one	28586378
Journal Article	PloS one	28586377
Journal Article	PloS one	28586376
Journal Article	PloS one	28586375
Journal Article	PloS one	28586374
Journal Article	PloS one	28586373
Journal Article	PloS one	28586372
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28586371
c("Clinical Trial", "Journal Article")	PloS one	28586370
Journal Article	PloS one	28586369
Journal Article	PloS one	28586368
Journal Article	PloS one	28586367
Journal Article	PloS one	28586366
Journal Article	PloS one	28586365
Journal Article	PloS one	28586364
Journal Article	PloS one	28586363
Journal Article	PloS one	28586361
Journal Article	PloS one	28586360
Journal Article	PloS one	28586359
Journal Article	PloS one	28586358
Journal Article	PloS one	28586357
Journal Article	PloS one	28586356
Journal Article	PloS one	28586355
Journal Article	PloS one	28586354
Journal Article	PloS one	28586353
Journal Article	PloS one	28586352
Journal Article	PLoS medicine	28586351
Journal Article	PloS one	28586349
Journal Article	PloS one	28586348
Journal Article	PloS one	28586346
Journal Article	PloS one	28586345
Journal Article	PloS one	28586344
Journal Article	PloS one	28586343
Journal Article	Nature	28582774
Journal Article	PloS one	28582472
Journal Article	PloS one	28582471
Journal Article	PloS one	28582470
c("Journal Article", "Review")	PloS one	28582467
Journal Article	PloS one	28582465
Journal Article	PloS one	28582464
Journal Article	PloS one	28582463
Journal Article	PloS one	28582462
Journal Article	PloS one	28582461
c("Clinical Trial", "Journal Article", "Multicenter Study")	PloS one	28582460
Journal Article	PloS one	28582459
Journal Article	PloS one	28582458
Journal Article	PloS one	28582457
Journal Article	PloS one	28582456
Journal Article	PloS one	28582454
Journal Article	PloS one	28582453
Journal Article	PloS one	28582452
Journal Article	PloS one	28582451
Journal Article	PloS one	28582450
Journal Article	PloS one	28582448
Journal Article	PloS one	28582447
Journal Article	PloS one	28582446
Journal Article	PloS one	28582445
Journal Article	PloS one	28582444
Journal Article	PloS one	28582443
Journal Article	PloS one	28582442
Journal Article	PloS one	28582441
Journal Article	PloS one	28582440
Journal Article	PloS one	28582439
Journal Article	PloS one	28582438
Journal Article	PloS one	28582437
Journal Article	PloS one	28582436
Journal Article	PloS one	28582435
Journal Article	PloS one	28582434
Journal Article	PloS one	28582432
Journal Article	PloS one	28582431
Journal Article	PloS one	28582430
c("Journal Article", "Review")	PloS one	28582428
Journal Article	PloS one	28582426
Journal Article	PloS one	28582425
Journal Article	PloS one	28582422
Journal Article	PloS one	28582421
Journal Article	PloS one	28582420
c("Journal Article", "Review")	PloS one	28582419
Journal Article	PloS one	28582418
Journal Article	PloS one	28582417
Journal Article	PloS one	28582416
Journal Article	PloS one	28582415
Journal Article	PloS one	28582413
Journal Article	PloS one	28582411
c("Journal Article", "Multicenter Study")	PloS one	28582410
Journal Article	PloS one	28582409
Journal Article	PloS one	28582408
Journal Article	PloS one	28582407
Journal Article	PloS one	28582406
Journal Article	PloS one	28582405
Journal Article	PloS one	28582404
c("Journal Article", "Randomized Controlled Trial")	PloS one	28582403
Journal Article	PloS one	28582401
c("Journal Article", "Multicenter Study")	PloS one	28582400
Journal Article	PloS one	28582399
Journal Article	PloS one	28582398
Journal Article	PloS one	28582396
Journal Article	PloS one	28582394
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	PloS one	28582393
Journal Article	PloS one	28582392
Journal Article	PloS one	28582391
Journal Article	PloS one	28582390
Journal Article	PloS one	28582389
Journal Article	PloS one	28582388
Journal Article	PloS one	28582387
Journal Article	Nature	28581498
Journal Article	Nature	28581497
c("Journal Article", "Review")	F1000Research	28580136
Journal Article	F1000Research	28580135
Journal Article	F1000Research	28580133
Journal Article	F1000Research	28580132
Journal Article	F1000Research	28580130
Journal Article	F1000Research	28580129
Journal Article	PloS one	28575132
Journal Article	PloS one	28575131
Journal Article	PloS one	28575130
Journal Article	PloS one	28575129
Journal Article	PloS one	28575128
Journal Article	PloS one	28575127
Journal Article	PloS one	28575126
Journal Article	PloS one	28575125
Journal Article	PloS one	28575124
Journal Article	PloS one	28575123
Journal Article	PloS one	28575122
Journal Article	PloS one	28575121
Journal Article	PloS one	28575120
Journal Article	PloS one	28575119
Journal Article	PloS one	28575118
Journal Article	PloS one	28575117
Journal Article	PloS one	28575116
Journal Article	PloS one	28575115
Journal Article	PloS one	28575114
Journal Article	PloS one	28575113
Journal Article	PloS one	28575112
Journal Article	PloS one	28575111
Journal Article	PloS one	28575110
Journal Article	PloS one	28575109
Journal Article	PloS one	28575108
Journal Article	PloS one	28575107
Journal Article	PloS one	28575105
Journal Article	PloS one	28575104
Journal Article	PloS one	28575103
Journal Article	PloS one	28575102
Journal Article	PloS one	28575101
Journal Article	PloS one	28575100
Journal Article	PloS one	28575099
Journal Article	PloS one	28575098
Journal Article	PloS one	28575097
Journal Article	PloS one	28575096
c("Journal Article", "Meta-Analysis")	PloS one	28575095
Journal Article	PloS one	28575094
Journal Article	PloS one	28575093
Journal Article	PloS one	28575092
Journal Article	PloS one	28575091
Journal Article	PloS one	28575090
Journal Article	PloS one	28575089
c("Journal Article", "Meta-Analysis")	PloS one	28575088
Journal Article	PloS one	28575087
Journal Article	PloS one	28575086
Journal Article	PloS one	28575085
Journal Article	PloS one	28575084
Journal Article	PloS one	28575083
Journal Article	PloS one	28575082
Journal Article	PloS one	28575081
Journal Article	PloS one	28575080
Journal Article	PloS one	28575079
Journal Article	PloS one	28575078
Journal Article	PloS one	28575077
Journal Article	PloS one	28575076
Journal Article	PloS one	28575075
Journal Article	PloS one	28575074
Journal Article	PloS one	28575073
Journal Article	PloS one	28575070
Journal Article	PloS one	28575069
Journal Article	PloS one	28575068
Journal Article	PloS one	28575066
Journal Article	PloS one	28575065
Journal Article	PloS one	28575064
Journal Article	PloS one	28575063
Journal Article	PloS one	28575062
Journal Article	PloS one	28575061
Journal Article	PloS one	28575059
c("Journal Article", "Meta-Analysis", "Review")	PloS one	28575058
Journal Article	PloS one	28575057
c("Journal Article", "Multicenter Study")	PloS one	28575056
Journal Article	PloS one	28575054
Journal Article	PloS one	28575053
Journal Article	PloS one	28575052
